respondent_id,h1n1_vaccine,seasonal_vaccine
26982,0.7971734334102347,0.8783326337344247
26983,0.12630014528923983,0.5336629144575613
26984,0.045636406117219,0.09922196637576008
26985,0.031207941073546484,0.08747757844633933
26986,0.10503049426847863,0.2914637752007662
26987,0.040023314939477535,0.11384908966217336
26988,0.025832351619069445,0.1056935417832751
26989,0.4728724050821345,0.8131465496020924
26990,0.018620022849061686,0.07601099021557392
26991,0.20384911069127615,0.36319388000725944
26992,0.35871582168141747,0.4149501571250089
26993,0.11185625379026673,0.8638533189604396
26994,0.09236733248093376,0.36075687177519156
26995,0.11692068770720654,0.4933231761638218
26996,0.3178313000917206,0.26303184554047093
26997,0.030767902959618478,0.0506993354492917
26998,0.025055567114426587,0.02560229866516615
26999,0.3299582674402342,0.5088163994930641
27000,0.09566776188724584,0.3497441171217618
27001,0.051806650860421265,0.804898717712045
27002,0.005094249822768308,0.14700587225640058
27003,0.01573946176093248,0.0337207753453538
27004,0.1185571753406675,0.24173750640602437
27005,0.43548270715287013,0.8878113142391904
27006,0.8536729013013418,0.9065718994733183
27007,0.01036687177553209,0.02892067338337961
27008,0.07251038988971541,0.014202980009263242
27009,0.05849543821006777,0.2484302189573312
27010,0.032978166979637444,0.10325774172624305
27011,0.07399940494975984,0.12041482643611931
27012,0.2420702292873954,0.6973307052811859
27013,0.08983243968487283,0.3849274956966427
27014,0.01584831497961122,0.11810970527489371
27015,0.05909421989488846,0.14573944102408623
27016,0.1285028406771501,0.33144490965641477
27017,0.48046116389298826,0.7480506218717665
27018,0.03191248616894383,0.2185447356785506
27019,0.8860689101550189,0.9632864178538773
27020,0.2316726296047328,0.2010122770458658
27021,0.13861680857963962,0.7056384592078541
27022,0.09771218935810563,0.2345197626980597
27023,0.10812273724559225,0.13743777729175696
27024,0.11278500851125361,0.4322285434625545
27025,0.12219621123273877,0.04022853163107332
27026,0.029266036588793124,0.412990707965665
27027,0.10121370981229527,0.8487916686222691
27028,0.33767425748892904,0.8851828562133056
27029,0.08894349767323165,0.2729672204560818
27030,0.09971317147782835,0.08353869104101393
27031,0.22034738785211783,0.8524581753000485
27032,0.22490778451305796,0.711907000432598
27033,0.2985524038058203,0.6867615730280259
27034,0.022306953876667975,0.7926975884234734
27035,0.06285642561089924,0.3175508857662665
27036,0.19575073605411378,0.780397458996964
27037,0.5328570142712771,0.8059015226087922
27038,0.012529273758026455,0.019208671905608
27039,0.8063370302493025,0.9288244875411046
27040,0.3151118842287109,0.28604361945494255
27041,0.1057602932557582,0.69107145377302
27042,0.03964272693922519,0.6168954185918603
27043,0.3826075145024191,0.7081362502373979
27044,0.026161354889132637,0.05183733697989696
27045,0.11436868831990653,0.61516058502323
27046,0.029187170488770262,0.1025111080136966
27047,0.6340063308069117,0.4004077539635881
27048,0.16148258897809764,0.5459411786682281
27049,0.3908299068442796,0.908534214435825
27050,0.05181193444496058,0.550322299162931
27051,0.11520131112503962,0.21305876114567754
27052,0.08301307922990822,0.18404694638309985
27053,0.9111922627009447,0.9666716373841028
27054,0.03527158401756727,0.04950014695716507
27055,0.11176576273446387,0.888178380910109
27056,0.07450368115314829,0.047439711337612614
27057,0.0070633601740087764,0.02629725431421403
27058,0.8595848210812468,0.9173620368957707
27059,0.053345491600954344,0.14570470308072977
27060,0.020693835503001894,0.30659030380301916
27061,0.0529674379423511,0.3600209250836864
27062,0.027957235538090416,0.48223497449612057
27063,0.04495247641876098,0.40683490935912164
27064,0.07594788420582836,0.43861932958406796
27065,0.05867852296995981,0.41530815644949204
27066,0.03502216937594707,0.4461622464912811
27067,0.5643126629950925,0.8371431403858692
27068,0.9011460391222167,0.9286374425883639
27069,0.6603095330857823,0.948436364386501
27070,0.01201983764650506,0.025948290864114675
27071,0.05110533083071775,0.049532854333132675
27072,0.14470318176490946,0.7104775105484056
27073,0.0306402328982261,0.9049882079673192
27074,0.04986740862728425,0.18420782021435364
27075,0.7927209304883673,0.8659699262018763
27076,0.5666043750883184,0.7370298327909716
27077,0.022766668087853124,0.06419693272148094
27078,0.19320014788169204,0.9174760331366452
27079,0.27718134989341553,0.8955595686386219
27080,0.0485361966218347,0.13985449780100193
27081,0.04823951463363622,0.8205601479330763
27082,0.17415661140764138,0.32577360967113705
27083,0.06770448285602448,0.2452212556338695
27084,0.9757749160755598,0.8395069409558552
27085,0.020237324302979344,0.036931233135891556
27086,0.047626866096143056,0.09835564577819804
27087,0.11042546621773566,0.2622048548140988
27088,0.19606317526917305,0.7419350785614212
27089,0.08951253093903266,0.155877543937415
27090,0.30901476379658954,0.7281022018399357
27091,0.363328036109783,0.3600625758838186
27092,0.07757050832874579,0.20942193171425938
27093,0.14719015535033697,0.23380155036662364
27094,0.011112329936753441,0.041403451886701165
27095,0.12899543944959252,0.551725048190242
27096,0.03368010420462611,0.09929220762673203
27097,0.5871897735686481,0.7588021570821079
27098,0.47242654373943926,0.8428600311295082
27099,0.19389480760357433,0.558573434348561
27100,0.12528379459811015,0.8507528213409986
27101,0.08243345981492553,0.5306417507320064
27102,0.08041875771923518,0.8816296457367431
27103,0.015326248107447872,0.06024951717581121
27104,0.2692195144741307,0.43888377402499773
27105,0.10856522078002813,0.47299607959311746
27106,0.8197563587728395,0.9035807768243495
27107,0.40473431208023475,0.8054118132827736
27108,0.14130307474588474,0.2994582487874799
27109,0.06026561102736031,0.12094784560126559
27110,0.0640599142919773,0.33473429512390185
27111,0.03712072650498897,0.36743570289683203
27112,0.24470602556915774,0.5195606545223324
27113,0.03412811171211828,0.12427256666143542
27114,0.09684488379121305,0.20873625425544837
27115,0.3498309072743452,0.8326296303169707
27116,0.12710244980083266,0.9662892678254626
27117,0.0222870991039145,0.041849502242176144
27118,0.16753711856730363,0.5184825269515829
27119,0.046353658480156365,0.13676144047629168
27120,0.303039699293997,0.9841731118802138
27121,0.014703533089902616,0.8072451679992787
27122,0.03984585229349159,0.25422166301660337
27123,0.03381372596150713,0.14634001320685858
27124,0.03739462758452655,0.04735359552442247
27125,0.021260419933758695,0.02482401394129305
27126,0.1550125080188663,0.09277081670279808
27127,0.06666281927821872,0.0898297901787919
27128,0.1353806504594517,0.5987439461304885
27129,0.4507143642266553,0.7406742136909434
27130,0.21324081293525882,0.27876831831788496
27131,0.04223790755279406,0.08349293248243853
27132,0.39174969722007036,0.9109819688139023
27133,0.13981832526562277,0.6206928722519099
27134,0.7599493798498204,0.9858712931749068
27135,0.15692570080954757,0.6096041174939724
27136,0.06010111012360834,0.510878042923145
27137,0.030902480404382617,0.24100927573328773
27138,0.14991955559572478,0.5828263422826351
27139,0.06462898878038825,0.11237607694581082
27140,0.9672287988247215,0.9755853015174452
27141,0.40486348434397323,0.7764024357785767
27142,0.058951818510354526,0.12745434235641623
27143,0.34786757710914606,0.5551776079630533
27144,0.06044069096678551,0.06826196548161849
27145,0.41363930461248055,0.6569198836493924
27146,0.06343797094919268,0.9192890129198779
27147,0.053672197243485376,0.1859164053773125
27148,0.06821820453885209,0.05384925888411801
27149,0.3151853337809372,0.1251781848610929
27150,0.5204451521771983,0.9704017145027378
27151,0.21631827670682982,0.9073770641248837
27152,0.016660790769272397,0.12915341965899432
27153,0.12734770403180443,0.8201004027064169
27154,0.6031837045696729,0.8386833840287554
27155,0.15522619218922173,0.642679515128945
27156,0.018278947340008764,0.27326955085378146
27157,0.013552414375677438,0.5811739609936301
27158,0.0663872762648175,0.3603021484955833
27159,0.020247491883392525,0.10341015144048027
27160,0.26365503559760656,0.2570121585122459
27161,0.4139594890553892,0.7057847997748311
27162,0.1389531442295567,0.93813486560513
27163,0.47728863066374394,0.5612162209261272
27164,0.2508234878940145,0.11812329621272635
27165,0.6263248988033369,0.6191078603071788
27166,0.09120015690979272,0.2611363374012411
27167,0.06531200400446247,0.5348915862087272
27168,0.12718953777159092,0.6528069690588323
27169,0.5411373944753323,0.6147177224041378
27170,0.43068896604952095,0.9086682278316289
27171,0.04247786012289146,0.21600906539060494
27172,0.04000352757352068,0.9041409029701145
27173,0.3611096613377423,0.5112169444755439
27174,0.1536293236742127,0.05933787011999974
27175,0.06009665960328243,0.08043343472695912
27176,0.6353438361746009,0.9129160873604542
27177,0.8358013253141757,0.9182338098532478
27178,0.11572280082751706,0.3426454883167127
27179,0.04021865995353516,0.18084552037344187
27180,0.1971137795989269,0.3593395497412924
27181,0.024658587112334127,0.8589011227390986
27182,0.6089649727286758,0.9139059272376316
27183,0.036631937925698216,0.6731924826735128
27184,0.033688355827078596,0.3562570997046909
27185,0.5190281676227627,0.856770550618707
27186,0.12073429359366387,0.7361959534420577
27187,0.05345970830432848,0.10533960584739495
27188,0.06547728940600153,0.23734688609716226
27189,0.050827104325274895,0.6890687169971558
27190,0.6522900288873087,0.8103947398299924
27191,0.05590977660491724,0.9234536851607802
27192,0.5750038919008935,0.8298750958890595
27193,0.008736100386970461,0.04886133383096551
27194,0.07012303809773954,0.27611371295049125
27195,0.011502361232563041,0.0864859602646474
27196,0.16695183515491693,0.2457049465481486
27197,0.062387323762542565,0.6625644099159953
27198,0.844091723459347,0.9778197907135636
27199,0.06268971295517219,0.22888913749114942
27200,0.27160721689827755,0.6833632669514859
27201,0.5474750398482329,0.8954104821990145
27202,0.024220218255196744,0.0698741382741504
27203,0.03344931695623765,0.04684026568934284
27204,0.011241419227252985,0.03653178327711799
27205,0.1258533082559666,0.22772243718972712
27206,0.12676445638470815,0.2334372309019556
27207,0.09385387121524899,0.16233674035452147
27208,0.7682707152364311,0.7426256445111267
27209,0.11322239525659686,0.2715119368982098
27210,0.263925702924934,0.32270825412109455
27211,0.09235788665058557,0.22517447930519668
27212,0.5629681373698678,0.9553316014072898
27213,0.4051984209075879,0.2717185490649844
27214,0.020995310360653517,0.040696016821072
27215,0.11422631659605385,0.6904344455076111
27216,0.13391766617113765,0.9234180320030151
27217,0.06600978742638687,0.17835732036421084
27218,0.5117149412344087,0.9271759176265587
27219,0.4574763184368723,0.7155158637783767
27220,0.1511878954819069,0.48694412739399623
27221,0.12565590355617529,0.7302573010601658
27222,0.14042172083504725,0.6301393262007964
27223,0.03922219985850748,0.7750494443608398
27224,0.20437880079957732,0.7034101587803314
27225,0.1642398715661067,0.20344104052562947
27226,0.010945107326949179,0.13636093156473858
27227,0.11808779714299573,0.3183278798478044
27228,0.6123996466913966,0.8624496368587498
27229,0.36049143174714043,0.8354693322025024
27230,0.1224235987080094,0.9664484218886776
27231,0.5090495557786435,0.8677469028560829
27232,0.06898639720515828,0.4206041637922753
27233,0.17422356305165754,0.22455314491626832
27234,0.04973504298898421,0.046436627052037396
27235,0.9190405303825353,0.9489597873217399
27236,0.0777293940771649,0.9386270733694162
27237,0.37577630235172316,0.7650871534966878
27238,0.3741478478070316,0.8390619393692791
27239,0.35673049295280423,0.19277538864358468
27240,0.1795132863779328,0.4800600202269867
27241,0.05952386484801951,0.11611567797237726
27242,0.09160060779594278,0.5016172551997798
27243,0.0372070675205337,0.08325993812084655
27244,0.022182537587839897,0.04659019299659378
27245,0.04958821456745071,0.28405054198711627
27246,0.7611570977998778,0.9533492405171587
27247,0.18177740711859539,0.9504916557457197
27248,0.09410244961943645,0.6180018343114487
27249,0.09004857888386283,0.5236444305742294
27250,0.08204843759672806,0.2028542704648128
27251,0.09307932385050588,0.4415555810320483
27252,0.2503662141257731,0.5053217528232907
27253,0.03925256076991851,0.9279099011170968
27254,0.9095935638247328,0.9786225092333313
27255,0.057464351680639465,0.24915937118405143
27256,0.7841666071492245,0.9559299160743024
27257,0.2419203022063306,0.431343101885001
27258,0.5123906410913132,0.8271016405395363
27259,0.6891755053944649,0.9203095685220433
27260,0.18782346669949054,0.4054856091448795
27261,0.12752363839674327,0.737344717575191
27262,0.15205296384771075,0.481106181382201
27263,0.05110160039263056,0.017535476559787804
27264,0.0473973097683082,0.0867051417758475
27265,0.017793818295966213,0.18531129507087377
27266,0.2249014447814667,0.32430186462692834
27267,0.23583868938861505,0.28288202429177256
27268,0.028298485259053686,0.044499820661120994
27269,0.7402894894567629,0.44194608355109066
27270,0.03482775900468894,0.061194751880051065
27271,0.0600976376577183,0.24861076924317388
27272,0.016703549362927825,0.3462151549742885
27273,0.012177217042849842,0.09595473975230139
27274,0.10085969280681388,0.4355296647520766
27275,0.13604738218399512,0.2941772017807154
27276,0.01419258157500248,0.1152353900939155
27277,0.028625865437767534,0.9172213046163339
27278,0.14839055637349255,0.23839093672539732
27279,0.0759789603532738,0.2545063161844847
27280,0.31693509439561274,0.41982188544166776
27281,0.06423334592616306,0.19961311811303276
27282,0.04482814391761799,0.8718351999974485
27283,0.01004153532894973,0.08183379896527544
27284,0.1421064668083027,0.41776633988100315
27285,0.08265166079065939,0.44538377584242406
27286,0.12263788662930014,0.25392313337390066
27287,0.3801303486069932,0.7925545493306145
27288,0.47752280320865126,0.8430123055724007
27289,0.49642673783853053,0.5150249251166559
27290,0.039094509339847684,0.061759614996859585
27291,0.6888469835297438,0.8967714564006636
27292,0.03919852818400897,0.6163513178356814
27293,0.09215157680843775,0.9521496823507773
27294,0.022911338610459027,0.04302249440571031
27295,0.18771302606997006,0.9148742333376195
27296,0.05911974881273468,0.7836064915758855
27297,0.03630136581037279,0.7705242744447214
27298,0.09143161624261954,0.31059401640616546
27299,0.19514395863834563,0.6687751656654202
27300,0.03123154016535488,0.8744732147028217
27301,0.003329417781407837,0.028042283858498128
27302,0.11967945201623474,0.6690889043302897
27303,0.054811140435700165,0.12420576874468209
27304,0.099207462930697,0.851518196841372
27305,0.017035218978062268,0.015412940730751987
27306,0.16889981475322727,0.511381140139252
27307,0.8832333276584202,0.8449469939316414
27308,0.050514177620131946,0.060847934140438924
27309,0.670085310164832,0.9689217762725408
27310,0.05948311335117145,0.15755501811420983
27311,0.09017070359013693,0.1552149289584945
27312,0.13581938686218414,0.47815051101654743
27313,0.04677958390412166,0.07020127940499601
27314,0.01972589571287756,0.03862436933390482
27315,0.09292791055092228,0.24813841766249553
27316,0.45631880724872254,0.787719421044013
27317,0.09935128770029632,0.11876848640335302
27318,0.3233869320653987,0.36866962684572996
27319,0.47970836816293766,0.9376881532254709
27320,0.4250685858016986,0.8334161996382968
27321,0.025470501749829375,0.6805201529328765
27322,0.5156018285274686,0.4952398412553369
27323,0.04720197662705828,0.5134964788003046
27324,0.34645561033542627,0.6818503361024894
27325,0.8277890680798201,0.9527945319817688
27326,0.15137227225779976,0.6891044926523717
27327,0.21064491372681102,0.3769895413148406
27328,0.22152404706325762,0.4373287299202747
27329,0.10598495123134893,0.2552131977392982
27330,0.019164429600709323,0.5828091234188703
27331,0.07634852670600063,0.14478926270725084
27332,0.12214545508489215,0.9191565889539162
27333,0.8106951846266846,0.7800953311386835
27334,0.031441736448857574,0.019004951894826674
27335,0.13097114865782078,0.14713869219897988
27336,0.041135950401875065,0.09052552519414445
27337,0.22564056658070653,0.8564309869248884
27338,0.21662866520472154,0.4887347201615123
27339,0.3609422918072379,0.40154402962836894
27340,0.01605050715723927,0.09399156117986585
27341,0.12645046853475012,0.5961469728667543
27342,0.03081117279929471,0.6659011636164428
27343,0.03604261845204372,0.0520956542921415
27344,0.28661967220432294,0.4748719672491053
27345,0.11398420871309156,0.24039567425139288
27346,0.7173331374602139,0.9511433773948448
27347,0.6559783320506032,0.9628788562418741
27348,0.08153967914111615,0.24109252547173024
27349,0.04821390850092969,0.20015659864596372
27350,0.10966821692628262,0.9524593426187665
27351,0.819163245940391,0.9053069344224227
27352,0.16476632126285004,0.3171112502236347
27353,0.008186704435204802,0.07592902041056497
27354,0.16645391538272422,0.7939342549076445
27355,0.19556757191694774,0.10108630136643644
27356,0.19165815106303546,0.6236023356482818
27357,0.05479077200989043,0.37174379914473393
27358,0.2755918532537285,0.7342925022628537
27359,0.3772026613153519,0.7738558967240003
27360,0.07444952841237257,0.6547417387191882
27361,0.04606764077870239,0.9440766268395622
27362,0.24368731685736172,0.45786695802027777
27363,0.09689355031489406,0.23316438598052303
27364,0.05197661459667197,0.28676986154282785
27365,0.23161520001929836,0.6348639416383928
27366,0.5631809835123067,0.7533489528051169
27367,0.28147684250775573,0.49733665227481216
27368,0.08197972301036972,0.6132029852130929
27369,0.027208282891630194,0.0399426157902832
27370,0.016633624284420213,0.8077029731938585
27371,0.30496928110921734,0.45174697119637663
27372,0.030411230309103966,0.10510188800499809
27373,0.8803895064232824,0.6749528022451874
